,0,1,2,3,4
299,医疗保健：2011年原料药行业投资策略-从原料药向制剂的转型,东吴证券,徐青,买入,2010-11-22
300,地产：关注重估折价率高的相关公司,国金证券,曹旭特,持有,2010-11-22
301,电力：电量增速趋缓 新增装机负增长,联合证券,周衍长,增持,2010-11-22
302,机械制造：资源利用 设备先行,东吴证券,黄海方,增持,2010-11-22
303,有色金属：行业依然向好 铜价将维持高位,上海证券,朱立民,有吸引力,2010-11-22
304,信息科技：智能终端普及助力光通信发展,长江证券,陈志坚,看好,2010-11-22
305,半导体、电子设备：2011年电子元器件行业投资策略-首选成长空间广阔个股,东吴证券,孙聪,中性,2010-11-22
306,交通运输：正确看待淡季市场 12月将迎来年末行情,平安证券,储海,买入,2010-11-22
307,金融：存款准备金率仍有上调空间,民族证券,张景,中性,2010-11-22
308,地产：央行再收流动性下调行业评级至持有,广发证券,赵强   沈爱卿 ,持有,2010-11-22
309,有色金属：政策收紧风险释放 后市将重回上升通道,金元证券,孙凡,无,2010-11-22
310,商业零售：消费时代 渠道为王,东吴证券,薛辉蓉,增持,2010-11-22
311,机械制造：整体向好静待政策明朗,渤海证券,任宪功,买入,2010-11-22
312,地产：估值跌出吸引力 等待波段机会催化剂,长城证券,刘 昆 ,中性,2010-11-22
313,地产：成交量结构性分化 不改调控趋势,西南证券,肖剑,强于大市,2010-11-22
314,金融：紧缩周期下 优选质价平衡银行,上海证券,郭敏,中性,2010-11-22
315,钢铁：钢价受紧缩预期影响开始下跌,长江证券,刘元瑞,中性,2010-11-22
316,地产：政府房地产新政对香港银行业的影响,中银国际,袁琳,无,2010-11-22
317,有色金属：短期随宏观面而波动 中期仍向上,日信证券,汪华春,无,2010-11-22
318,媒体：营销影视齐发威 传统媒体欲后发制人,国联证券,何冰冰,无,2010-11-22
319,医疗保健：把握行业结构调整趋势 聚焦战略品种,金元证券,魏芳 胡骥 ,中性,2010-11-22
320,公用事业：光伏产能过剩隐忧再现 期待国内市场尽快启动,大同证券,蔡文彬,无,2010-11-22
321,金融：十日内连调两次 央行回收流动性态度急切,日信证券,谢爱红,无,2010-11-22
322,日常消费品：分享加长版盛宴 精选个性化菜谱,东吴证券,姜飞,增持,2010-11-22
323,有色金属：2011年稀有金属投资策略-物华天宝 以稀为贵,东吴证券,黄海方,增持,2010-11-22
324,交通运输：航空综合需求指数两端差距继续扩大 淡季特征明显,广发证券,杨志清,买入,2010-11-21
325,金融：短期资金面趋紧板块安全性凸显,光大证券,沈维 冯钦远 ,买入,2010-11-21
326,交通运输：北美航线年度涨价幅度有望达20%,国金证券,黄金香,增持,2010-11-21
327,金融：把握通胀第一波调控尾声后的抄底机会,长江证券,陈志华,看好,2010-11-21
328,金融：准备金率突破历史高点 政策态度明确,广发证券,沐华,买入,2010-11-21
329,交通运输：航空行业周报 C919已订购100架,长江证券,吴云英,看好,2010-11-21
330,金融：年内第五次上调存款准备金率,英大证券,李海燕,无,2010-11-21
331,医疗保健：溢价再创新高 个股分化持续,国联证券,周静,优异,2010-11-21
332,机械制造：关注节能减排概念的机械制造企业,国联证券,赵心,中性,2010-11-21
333,医疗保健：银花期货品种正式上市 中药材交易跨入新时代,中投证券,--,看好,2010-11-21
334,电气设备：紧缩 不会挤压新能源的成长性,光大证券,王海生 袁 瑶 ,买入,2010-11-21
335,交通运输：机场航空业周报（11.15-11.21）,渤海证券,齐艳莉,买入,2010-11-21
336,日常消费品：行业表现优于市场市场热点分散,渤海证券,闫亚磊,无,2010-11-21
337,半导体、电子设备：电子行业周报,渤海证券,崔健,买入,2010-11-21
338,化工：天然气供不应求 己二酸近期涨幅较大,国金证券,刘波,持有,2010-11-21
339,钢铁：预期中的钢价回调,广发证券,冯刚勇 马 涛 ,持有,2010-11-21
340,地产：成交走势迷离 去化速度明显减缓,长江证券,苏雪晶,看好,2010-11-21
341,钢铁：钢材价格震荡 库存缓慢下降,国联证券,徐慧侃,无,2010-11-21
342,金融：央行再次上调准备金率点评,华融证券,王泽军 李珂 ,无,2010-11-21
343,服装纺织：纺织原材料周报,国金证券,张斌,无,2010-11-21
344,化工：原油价格下跌  大宗原料下调,方正证券,张正华 许忠海 ,中性,2010-11-20
345,电力：需求侧管理影响深远 电力节能优先受益,英大证券,卢小兵 叶旭晨 ,无,2010-11-20
346,金融：年内央行第五次提高存款准备金率点评暨中国最优货币政策展望,万联证券,李双武,中性,2010-11-20
347,金融：央行年内第五次全面上调准备金率点评,东北证券,唐亚韫,优于大势,2010-11-20
348,地产：需求回归理性 把握结构机会,长城证券,刘 昆 ,中性,2010-11-19
349,信息科技：立足十二五 布局光通信,长江证券,陈志坚,看好,2010-11-19
350,化工：化工产品涨少跌多 价格以回调为主,国联证券,张忠,无,2010-11-19
351,金融：11 月19 日上调准备金率点评,齐鲁证券,程娇翼,无,2010-11-19
352,公用事业：疾风知劲草 质量是关键,长城证券,张霖 徐 超 周 涛 ,推荐,2010-11-19
353,交通运输：行在繁忙的天空,民族证券,王晓艳,推荐,2010-11-19
354,日常消费品：农业行业点评,大通证券,张喜,增持,2010-11-19
355,造纸印刷包装：产能仍旧过剩 机会依然呈现,长城证券,寻春珍,中性,2010-11-19
356,旅游酒店：国人离岛免税的国际比较及海南地区政策展望,中投证券,曾光 陈青青 ,看好,2010-11-19
357,电力：全年用电增速或好于预期 水电四季度仍有表现机会,湘财证券,吴江 王师 ,中性,2010-11-19
358,电力：智能电网全面开建 细分行业机会显著,长城证券,徐 超 周 涛 张 霖 ,推荐,2010-11-19
359,电力：重工业用电环比回升 火电盈利堪忧,长江证券,刘元瑞,中性,2010-11-19
360,电力：智能电网全面开建 细分行业机会显著,长城证券,徐 超 周 涛 张 霖 ,推荐,2010-11-19
361,地产：需求回归理性 把握结构机会,长城证券,刘 昆 ,中性,2010-11-19
362,信息科技：立足十二五 布局光通信,长江证券,陈志坚,看好,2010-11-19
363,日常消费品：农业行业点评,大通证券,张喜,增持,2010-11-19
364,日常消费品：可选消费受益通胀 关注大众消费品龙头扩张？,长城证券,郭怡娴,推荐,2010-11-19
365,日常消费品：趋势还能持续吗？,长城证券,王萍,推荐,2010-11-19
366,煤炭石油：基本面强劲 终将再次起飞,上海证券,朱洪波,有吸引力,2010-11-19
367,汽车：重卡销量高增长虽无透支 但后期增长面临压力,莫尼塔,陈殷,无,2010-11-18
368,日常消费品：超配格局不改 维持强烈推荐,平安证券,文献,无,2010-11-18
369,工业综合：四大金矿助推工业服务跨越式发展,平安证券,�p 青 王 韧 ,无,2010-11-18
370,电力：坚定看好节能减排 强烈推荐用电设备,平安证券,窦泽云,无,2010-11-18
371,建材：莫使金樽空对月（强烈推荐）,平安证券,徐炜 窦泽云 ,买入,2010-11-18
372,商业零售：扩张是短期主旋律 供应链未来竞争的核心,平安证券,聂秀欣,无,2010-11-18
373,机械制造：把握转型经济下的机械行业发展方向,国联证券,赵心,优异,2010-11-18
374,医疗保健：利润率面临压力 看好抗通胀品种,莫尼塔,沙江,无,2010-11-18
375,汽车：深挖成长性和主题性投资机会,长城证券,刘月平,中性,2010-11-18
376,商业零售：平淡中孕育希望,长城证券,姚雯琦,推荐,2010-11-18
377,电气设备：《电力需求侧管理办法》催化电力电子节能市场爆发,长江证券,刘元瑞,看好,2010-11-18
378,半导体、电子设备：步入稳定成长 结构性机会显著,长城证券,岳雄伟,推荐,2010-11-18
379,煤炭石油：探寻油气资源 看好油服行业,平安证券,伍 颖 ,增持,2010-11-18
380,公用事业：MBR水处理-污水处理行业的引领者,平安证券,曾 凡 王凡 ,无,2010-11-18
381,交通运输：集运走入景气 油散还需等待,平安证券,储海,无,2010-11-18
382,煤炭石油：政府措辞温和 短期风险已释放,广发证券,陈亮 林红垒 ,买入,2010-11-18
383,煤炭石油：资产整合&大类资产投资―从线到面挖掘机会,平安证券,张顺,无,2010-11-18
384,半导体、电子设备：微软X Box360 「KINET」体感组件上市热卖百万套,凯基证券,王志霖,无,2010-11-18
385,金融：加息周期的受益者,平安证券,窦泽云,买入,2010-11-18
386,金融：大转折 大机遇,长城证券,程宾宾 吴小玲 ,推荐,2010-11-18
387,金融：尘埃落定 否极泰来,平安证券,窦泽云,无,2010-11-18
388,商业零售：闪耀2011――消费投资交相辉映,平安证券,邵 青 ,无,2010-11-18
389,机械制造：高端制造与节能减排双飞翼,平安证券,叶国际 张微 ,无,2010-11-18
390,汽车：汽车行业运营研究之产能调控篇,长江证券,刘元瑞,看好,2010-11-18
391,化工：化工产品价格普涨 草甘膦和化纤涨幅居前,宏源证券,康铁牛 祖广平 ,中性,2010-11-18
392,日常消费品：农业行业点评1118,大通证券,张喜,增持,2010-11-18
393,有色金属：有金属价格向上 估值中枢向下,平安证券,聂秀欣 梁智岗 ,中性,2010-11-18
394,地产：缩量将持续 板块估值优势渐显,第一创业,陈晓波,中性,2010-11-18
395,家用电器：消费升级普及需求和保障房三重驱动,平安证券,朱政,增持,2010-11-18
396,电力：优质水电防御 中小品种进攻,平安证券,王凡,无,2010-11-18
397,信息科技：挖掘体验的价值（推荐）,平安证券,李忠智,无,2010-11-18
398,化工：行业景气向上 板块机会凸显,平安证券,伍 颖 ,无,2010-11-18
399,化工：通胀背景下积极配置化工行业,长城证券,王 刚 ,推荐,2010-11-18
400,煤炭石油：换届布局微妙期 政策传承与路径变革,平安证券,伍 颖 ,增持,2010-11-18
401,商业零售：投资首选高成长型公司 适当关注通胀受益品种,万联证券,欧 阳 瑾 娟 ,无,2010-11-18
402,公用事业：MBR水处理-污水处理行业的引领者,平安证券,曾 凡 王凡 ,无,2010-11-18
403,交通运输：集运走入景气 油散还需等待,平安证券,储海,无,2010-11-18
404,商业零售：闪耀2011――消费投资交相辉映,平安证券,邵 青 ,无,2010-11-18
405,化工：化工产品价格普涨 草甘膦和化纤涨幅居前,宏源证券,康铁牛 祖广平 ,中性,2010-11-18
406,日常消费品：农业行业点评1118,大通证券,张喜,增持,2010-11-18
407,金融：加息周期的受益者,平安证券,窦泽云,买入,2010-11-18
408,金融：大转折 大机遇,长城证券,程宾宾 吴小玲 ,推荐,2010-11-18
409,金融：尘埃落定 否极泰来,平安证券,窦泽云,无,2010-11-18
410,半导体、电子设备：微软X Box360 「KINET」体感组件上市热卖百万套,凯基证券,王志霖,无,2010-11-18
411,地产：三部委要求切实落实保障房资金通知的点评,银河证券,潘玮,谨慎推荐,2010-11-17
412,建材：聚羧酸系减水剂行业深度分析 海阔天空 谁主沉浮？,长江证券,刘元瑞,看好,2010-11-17
413,金融：银行业2010 年3 季度经营情况综述,第一创业,陈曦,中性,2010-11-17
414,地产：限购再升级,联合证券,鱼晋华,中性,2010-11-17
415,金融：十月金融数据点评,万联证券,李双武,中性,2010-11-17
416,地产：寻找调控背景下的闪光点,齐鲁证券,孙国东,无,2010-11-17
417,煤炭石油：煤价虽上涨煤股渐谨慎,大同证券,于宏,中性,2010-11-17
418,有色金属：板块大幅回调符合预期 维持11月份结构化行情判断,东北证券,周思立,同步大势,2010-11-17
419,电力：10月用电量环比降幅明显收窄,银河证券,邹序元 张迪 ,中性,2010-11-17
420,钢铁：从新材料的角度看钢铁,平安证券,聂秀欣,无,2010-11-17
421,日常消费品：供给的周期性波动助推糖价主题,平安证券,王韧,无,2010-11-17
422,信息科技：服务化成为软件业发展新趋势,山西证券,张旭,看好,2010-11-17
423,有色金属：LME金属大幅下跌符合预期 继续提醒风险,大通证券,赵彦辉,无,2010-11-17
424,半导体、电子设备：行业整体增速回落 但热点层出不穷,齐鲁证券,刘江啸,中性,2010-11-17
425,造纸印刷包装：稳增长是前提 调结构是主旋律,齐鲁证券,孙国东 朱嘉 ,无,2010-11-17
426,煤炭石油：寻找资源品的价值重估机会,齐鲁证券,刘昭亮,无,2010-11-17
427,化工：成本推动与需求向好背景下的投资机会,齐鲁证券,孙国东,推荐,2010-11-17
428,公用事业：核电开道 智能电网保驾 徜徉于自动化智能化的未来,齐鲁证券,刘江啸,无,2010-11-17
429,信息科技：杭州物联网产业发展规划带来的机会带,中信金通,顾杵,无,2010-11-17
430,公用事业：电量增速下滑超预期 火电电量负增长,平安证券,王凡,无,2010-11-17
431,煤炭石油：本周煤炭价格上涨势头未改,大通证券,陈文倩,无,2010-11-17
432,日常消费品：白酒生产持续上升 葡萄酒再见惊喜,万联证券,陈荣新,无,2010-11-17
433,钢铁：矿价钢价齐涨 钢厂盈利能力回升,广发证券,冯刚勇   马 涛 ,持有,2010-11-17
434,日常消费品：白酒增速稳中有升 葡萄酒黄酒增速反弹,大同证券,--,无,2010-11-17
435,日常消费品：品牌化新时代来临,国联证券,周纪庚,优异,2010-11-17
436,建材：水泥行业调研,莫尼塔,--,无,2010-11-17
437,日常消费品：农业行业点评,大通证券,张喜,增持,2010-11-17
